post_id,target_username,author_username,created_at_jst,post_date_jst,tweet_url,text
2043839113590452567,not_zerosumgame,not_zerosumgame,2026-04-14 08:49:52,2026-04-14,https://x.com/not_zerosumgame/status/2043839113590452567,「エネルギー施設復旧に2年」　IEA事務局長、中東巡り（共同通信） - Yahoo!ニュース https://t.co/YbK336tORg
2043849573756723317,not_zerosumgame,not_zerosumgame,2026-04-14 09:31:25,2026-04-14,https://x.com/not_zerosumgame/status/2043849573756723317,パナソニックのユニットバスも上位モデルは受注制限かかりましたー
2043849898760753310,not_zerosumgame,not_zerosumgame,2026-04-14 09:32:43,2026-04-14,https://x.com/not_zerosumgame/status/2043849898760753310,実業ダメージ受けている方だらけで、投資家しか豊かになってない
2043851844796199323,not_zerosumgame,not_zerosumgame,2026-04-14 09:40:27,2026-04-14,https://x.com/not_zerosumgame/status/2043851844796199323,"日本では歴史上最大のコストアップが今年きてるので、原価高騰影響は本当にやばい。
そもそも、何故あんなにも安く建物を建てられたのだろうか状態ではある

非リゾート離島やインフラの乏しいエリアは地元の工事もなくなるかと思う。

それと対になる都心部では賃料大幅上昇させるオーナーが急増する https://t.co/0Q8xveHp6V"
2043853924114030716,not_zerosumgame,not_zerosumgame,2026-04-14 09:48:43,2026-04-14,https://x.com/not_zerosumgame/status/2043853924114030716,レバ掛けて調整局面のドン底で売るしか無くなった人がまた無闇にレバ掛けていたりしないかな。初めての経験じゃないはずなのに、同じ失敗を繰り返していないだろうか
2043854866351829433,not_zerosumgame,not_zerosumgame,2026-04-14 09:52:27,2026-04-14,https://x.com/not_zerosumgame/status/2043854866351829433,普段から取れてない人が不利な立ち回りになっているのに次は取れると思ってしまうのは考えてなさすぎる https://t.co/dLXQgnFsDs
2043856723237318947,not_zerosumgame,not_zerosumgame,2026-04-14 09:59:50,2026-04-14,https://x.com/not_zerosumgame/status/2043856723237318947,ユニチカ株でCF改善の事業者 https://t.co/29cb7jgUgI https://t.co/2MOliXOlEw
2043859170424959451,not_zerosumgame,not_zerosumgame,2026-04-14 10:09:33,2026-04-14,https://x.com/not_zerosumgame/status/2043859170424959451,究極のエコカー｢燃料電池車｣はオワコンなのか？ ｢水素の社会実装をリードする｣と言うトヨタの戦略 | 桃田健史の「クルマとエネルギー」の未来 | 東洋経済オンライン https://t.co/XqK3uicn6d
2043861705470685645,not_zerosumgame,not_zerosumgame,2026-04-14 10:19:38,2026-04-14,https://x.com/not_zerosumgame/status/2043861705470685645,高市首相と片山財務相が赤沢経産相に金融政策の発言を控えるよう注意 - Bloomberg https://t.co/vHeGrbAqTX
2043861845149397049,not_zerosumgame,not_zerosumgame,2026-04-14 10:20:11,2026-04-14,https://x.com/not_zerosumgame/status/2043861845149397049,政府の円安是正ネタバレをするなと怒られた赤沢さん https://t.co/1om8r8drVE
